entry,date,places,coordinates,lat,lon
jqadiaries-v34-1823-11-07,1823-11-07,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v34-1823-11-07,1823-11-07,the Province of Texas,"(29.615773400000002, -98.5231317923194)",29.615773400000002,-98.5231317923194
jqadiaries-v34-1823-11-07,1823-11-07,Texas,"(31.8160381, -99.5120986)",31.8160381,-99.5120986
jqadiaries-v34-1823-11-07,1823-11-07,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v34-1823-11-07,1823-11-07,G. Britain,"(51.49140935, -3.1686169299744895)",51.49140935,-3.1686169299744895
jqadiaries-v34-1823-11-07,1823-11-07,Texas,"(31.8160381, -99.5120986)",31.8160381,-99.5120986
jqadiaries-v34-1823-11-07,1823-11-07,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v34-1823-11-07,1823-11-07,Great Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-07,1823-11-07,South America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-07,1823-11-07,Independence,"(39.0924792, -94.4137923)",39.0924792,-94.4137923
jqadiaries-v34-1823-11-07,1823-11-07,the South-American Independence,"(42.9817684, -70.949232)",42.9817684,-70.949232
jqadiaries-v34-1823-11-07,1823-11-07,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-07,1823-11-07,Russia,"(64.6863136, 97.7453061)",64.6863136,97.7453061
jqadiaries-v34-1823-11-07,1823-11-07,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-07,1823-11-07,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-07,1823-11-07,South America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-07,1823-11-07,Baron,"(49.1734779, 2.731587)",49.1734779,2.731587
jqadiaries-v34-1823-11-07,1823-11-07,St. Petersburg,"(27.7703796, -82.6695085)",27.7703796,-82.6695085
jqadiaries-v34-1823-11-07,1823-11-07,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-07,1823-11-07,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v34-1823-11-07,1823-11-07,Baron,"(49.1734779, 2.731587)",49.1734779,2.731587
jqadiaries-v34-1823-11-07,1823-11-07,the U. States,"(39.93996895, -83.03547674191302)",39.93996895,-83.03547674191302
jqadiaries-v34-1823-11-07,1823-11-07,Great Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-07,1823-11-07,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-07,1823-11-07,Great Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-07,1823-11-07,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-07,1823-11-07,Mr Constancio,"(-31.7593752, -60.5222945)",-31.7593752,-60.5222945
jqadiaries-v34-1823-11-07,1823-11-07,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v34-1823-11-07,1823-11-07,Richmond,"(37.5385087, -77.43428)",37.5385087,-77.43428
jqadiaries-v34-1823-11-07,1823-11-07,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v34-1823-11-08,1823-11-08,Canal,"(4.9258487, -52.2887443)",4.9258487,-52.2887443
jqadiaries-v34-1823-11-08,1823-11-08,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v34-1823-11-08,1823-11-08,Maryland,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
jqadiaries-v34-1823-11-08,1823-11-08,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v34-1823-11-08,1823-11-08,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v34-1823-11-08,1823-11-08,the District of Colombia,"(4.6533326, -74.083652)",4.6533326,-74.083652
jqadiaries-v34-1823-11-08,1823-11-08,Loudoun,"(52.44573805, 0.7546295810335297)",52.44573805,0.7546295810335297
jqadiaries-v34-1823-11-08,1823-11-08,Montgomery County,"(30.301949, -95.5065944)",30.301949,-95.5065944
jqadiaries-v34-1823-11-08,1823-11-08,Maryland,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
jqadiaries-v34-1823-11-08,1823-11-08,Maryland,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
jqadiaries-v34-1823-11-08,1823-11-08,Session,"(19.1977641, -72.6228518)",19.1977641,-72.6228518
jqadiaries-v34-1823-11-08,1823-11-08,Lynchburg,"(37.4137536, -79.1422464)",37.4137536,-79.1422464
jqadiaries-v34-1823-11-08,1823-11-08,Richmond,"(37.5385087, -77.43428)",37.5385087,-77.43428
jqadiaries-v34-1823-11-08,1823-11-08,the Russian Government,"(55.8008155, 37.52721310382645)",55.8008155,37.52721310382645
jqadiaries-v34-1823-11-08,1823-11-08,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v34-1823-11-08,1823-11-08,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-08,1823-11-08,Russia,"(64.6863136, 97.7453061)",64.6863136,97.7453061
jqadiaries-v34-1823-11-08,1823-11-08,Baron,"(49.1734779, 2.731587)",49.1734779,2.731587
jqadiaries-v34-1823-11-08,1823-11-08,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-08,1823-11-08,the Independent South-American States,"(40.3735621, -111.7990979)",40.3735621,-111.7990979
jqadiaries-v34-1823-11-08,1823-11-08,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-08,1823-11-08,the District of Columbia,"(38.89379365, -76.98799757261312)",38.89379365,-76.98799757261312
jqadiaries-v34-1823-11-08,1823-11-08,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v34-1823-11-09,1823-11-09,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v34-1823-11-10,1823-11-10,South America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-10,1823-11-10,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-10,1823-11-10,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-10,1823-11-10,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-10,1823-11-10,Petry,"(48.4804083, 21.1617115)",48.4804083,21.1617115
jqadiaries-v34-1823-11-10,1823-11-10,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v34-1823-11-11,1823-11-11,Prussia,"(41.3738765, -94.506357)",41.3738765,-94.506357
jqadiaries-v34-1823-11-11,1823-11-11,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v34-1823-11-11,1823-11-11,Chili,"(-31.7613365, -71.3187697)",-31.7613365,-71.3187697
jqadiaries-v34-1823-11-11,1823-11-11,Sardinia,"(40.0912813, 9.0305773)",40.0912813,9.0305773
jqadiaries-v34-1823-11-11,1823-11-11,Sardinia,"(40.0912813, 9.0305773)",40.0912813,9.0305773
jqadiaries-v34-1823-11-11,1823-11-11,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v34-1823-11-11,1823-11-11,Seamen,"(51.4829661, -0.006257671681354558)",51.4829661,-0.006257671681354558
jqadiaries-v34-1823-11-11,1823-11-11,Sardinia,"(40.0912813, 9.0305773)",40.0912813,9.0305773
jqadiaries-v34-1823-11-11,1823-11-11,Baron,"(49.1734779, 2.731587)",49.1734779,2.731587
jqadiaries-v34-1823-11-11,1823-11-11,the South-American Mission,"(33.1028301, -111.9109719)",33.1028301,-111.9109719
jqadiaries-v34-1823-11-11,1823-11-11,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-12,1823-11-12,Portland,"(45.5202471, -122.6741949)",45.5202471,-122.6741949
jqadiaries-v34-1823-11-12,1823-11-12,Staniford,"(53.266484649999995, -2.674574687812745)",53.266484649999995,-2.674574687812745
jqadiaries-v34-1823-11-12,1823-11-12,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-12,1823-11-12,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v34-1823-11-12,1823-11-12,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-12,1823-11-12,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-12,1823-11-12,South America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-12,1823-11-12,the Southern District,"(22.21926895, 114.2252233573989)",22.21926895,114.2252233573989
jqadiaries-v34-1823-11-12,1823-11-12,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-13,1823-11-13,York District,"(-29.3438889, 30.4661111)",-29.3438889,30.4661111
jqadiaries-v34-1823-11-13,1823-11-13,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-13,1823-11-13,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v34-1823-11-13,1823-11-13,N. York,"(43.7543263, -79.44911696639593)",43.7543263,-79.44911696639593
jqadiaries-v34-1823-11-13,1823-11-13,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-13,1823-11-13,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-13,1823-11-13,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-13,1823-11-13,Cadix,"(43.9752, 2.47656)",43.9752,2.47656
jqadiaries-v34-1823-11-13,1823-11-13,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-14,1823-11-14,India,"(22.3511148, 78.6677428)",22.3511148,78.6677428
jqadiaries-v34-1823-11-14,1823-11-14,India,"(22.3511148, 78.6677428)",22.3511148,78.6677428
jqadiaries-v34-1823-11-14,1823-11-14,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-14,1823-11-14,City,"(51.5156177, -0.0919983)",51.5156177,-0.0919983
jqadiaries-v34-1823-11-14,1823-11-14,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-14,1823-11-14,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v34-1823-11-14,1823-11-14,Lands,"(54.6685851, -3.3606222)",54.6685851,-3.3606222
jqadiaries-v34-1823-11-14,1823-11-14,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v34-1823-11-14,1823-11-14,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v34-1823-11-15,1823-11-15,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-15,1823-11-15,the Island of Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v34-1823-11-15,1823-11-15,G.B.,"(-37.7947623, 144.9590957)",-37.7947623,144.9590957
jqadiaries-v34-1823-11-15,1823-11-15,Liberty,"(30.0856736, -94.7856262)",30.0856736,-94.7856262
jqadiaries-v34-1823-11-15,1823-11-15,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v34-1823-11-15,1823-11-15,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v34-1823-11-15,1823-11-15,Cadix,"(43.9752, 2.47656)",43.9752,2.47656
jqadiaries-v34-1823-11-15,1823-11-15,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-15,1823-11-15,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-15,1823-11-15,Ocean,"(2.8599609, 10.188326285530417)",2.8599609,10.188326285530417
jqadiaries-v34-1823-11-15,1823-11-15,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v34-1823-11-15,1823-11-15,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-15,1823-11-15,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-15,1823-11-15,Binney,"(38.9900462, -89.7273148)",38.9900462,-89.7273148
jqadiaries-v34-1823-11-15,1823-11-15,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-15,1823-11-15,Alvarado,"(18.82867105, -95.92388431320542)",18.82867105,-95.92388431320542
jqadiaries-v34-1823-11-16,1823-11-16,A.M.,"(48.8370135, 2.2619135)",48.8370135,2.2619135
jqadiaries-v34-1823-11-16,1823-11-16,Ecclesiastes 3.11,"(14.2731479, 121.1051834)",14.2731479,121.1051834
jqadiaries-v34-1823-11-16,1823-11-16,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v34-1823-11-16,1823-11-16,Berlin,"(52.5170365, 13.3888599)",52.5170365,13.3888599
jqadiaries-v34-1823-11-16,1823-11-16,London,"(51.5073219, -0.1276474)",51.5073219,-0.1276474
jqadiaries-v34-1823-11-17,1823-11-17,the Island of Jamaica,"(18.1850507, -77.3947693)",18.1850507,-77.3947693
jqadiaries-v34-1823-11-17,1823-11-17,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v34-1823-11-17,1823-11-17,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-17,1823-11-17,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v34-1823-11-17,1823-11-17,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v34-1823-11-17,1823-11-17,Jamaica,"(18.1850507, -77.3947693)",18.1850507,-77.3947693
jqadiaries-v34-1823-11-17,1823-11-17,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-17,1823-11-17,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-17,1823-11-17,the Island of Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v34-1823-11-17,1823-11-17,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-17,1823-11-17,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v34-1823-11-17,1823-11-17,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-17,1823-11-17,Rhode-Island,"(41.7962409, -71.5992372)",41.7962409,-71.5992372
jqadiaries-v34-1823-11-17,1823-11-17,Chili,"(-31.7613365, -71.3187697)",-31.7613365,-71.3187697
jqadiaries-v34-1823-11-17,1823-11-17,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v34-1823-11-17,1823-11-17,Great Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-17,1823-11-17,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-17,1823-11-17,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-17,1823-11-17,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v34-1823-11-17,1823-11-17,The United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v34-1823-11-17,1823-11-17,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-17,1823-11-17,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-17,1823-11-17,Cuba,"(23.0131338, -80.8328748)",23.0131338,-80.8328748
jqadiaries-v34-1823-11-17,1823-11-17,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-17,1823-11-17,St. Petersburg,"(27.7703796, -82.6695085)",27.7703796,-82.6695085
jqadiaries-v34-1823-11-17,1823-11-17,Northwest Coast,"(36.7607728, -6.348748718404748)",36.7607728,-6.348748718404748
jqadiaries-v34-1823-11-17,1823-11-17,St. Petersburg,"(27.7703796, -82.6695085)",27.7703796,-82.6695085
jqadiaries-v34-1823-11-17,1823-11-17,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-17,1823-11-17,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-17,1823-11-17,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v34-1823-11-17,1823-11-17,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v34-1823-11-17,1823-11-17,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-17,1823-11-17,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-17,1823-11-17,Ferdinand,"(44.7227095, -71.77495311015711)",44.7227095,-71.77495311015711
jqadiaries-v34-1823-11-18,1823-11-18,Chili,"(-31.7613365, -71.3187697)",-31.7613365,-71.3187697
jqadiaries-v34-1823-11-18,1823-11-18,Richmond,"(37.5385087, -77.43428)",37.5385087,-77.43428
jqadiaries-v34-1823-11-18,1823-11-18,Missouri,"(38.7604815, -92.5617875)",38.7604815,-92.5617875
jqadiaries-v34-1823-11-18,1823-11-18,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-18,1823-11-18,South America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-18,1823-11-18,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v34-1823-11-18,1823-11-18,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v34-1823-11-18,1823-11-18,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-18,1823-11-18,Chili,"(-31.7613365, -71.3187697)",-31.7613365,-71.3187697
jqadiaries-v34-1823-11-19,1823-11-19,Great Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-19,1823-11-19,Salazar,"(7.7849895, -72.8446027746108)",7.7849895,-72.8446027746108
jqadiaries-v34-1823-11-19,1823-11-19,Chili,"(-31.7613365, -71.3187697)",-31.7613365,-71.3187697
jqadiaries-v34-1823-11-19,1823-11-19,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v34-1823-11-20,1823-11-20,Chili,"(-31.7613365, -71.3187697)",-31.7613365,-71.3187697
jqadiaries-v34-1823-11-20,1823-11-20,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-20,1823-11-20,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v34-1823-11-20,1823-11-20,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v34-1823-11-21,1823-11-21,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v34-1823-11-21,1823-11-21,Jamaica,"(18.1850507, -77.3947693)",18.1850507,-77.3947693
jqadiaries-v34-1823-11-21,1823-11-21,the United States,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v34-1823-11-21,1823-11-21,Jamaica,"(18.1850507, -77.3947693)",18.1850507,-77.3947693
jqadiaries-v34-1823-11-21,1823-11-21,US,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
jqadiaries-v34-1823-11-21,1823-11-21,Pennsylvania,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,Great Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-21,1823-11-21,Russia,"(64.6863136, 97.7453061)",64.6863136,97.7453061
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-21,1823-11-21,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,Greece,"(38.9953683, 21.9877132)",38.9953683,21.9877132
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,Ocean,"(2.8599609, 10.188326285530417)",2.8599609,10.188326285530417
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-21,1823-11-21,Russia,"(64.6863136, 97.7453061)",64.6863136,97.7453061
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-21,1823-11-21,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-21,1823-11-21,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-21,1823-11-21,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-22,1823-11-22,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-22,1823-11-22,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v34-1823-11-22,1823-11-22,the State of Mississippi,"(39.8024246, -77.25588432271186)",39.8024246,-77.25588432271186
jqadiaries-v34-1823-11-22,1823-11-22,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-22,1823-11-22,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-22,1823-11-22,the South American Independence,"(42.9817684, -70.949232)",42.9817684,-70.949232
jqadiaries-v34-1823-11-22,1823-11-22,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-22,1823-11-22,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-22,1823-11-22,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-22,1823-11-22,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v34-1823-11-22,1823-11-22,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-23,1823-11-23,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v34-1823-11-23,1823-11-23,Philippians 2.11,"(14.7395172, 121.0715678)",14.7395172,121.0715678
jqadiaries-v34-1823-11-23,1823-11-23,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v34-1823-11-23,1823-11-23,Europe,"(51.0, 10.0)",51.0,10.0
jqadiaries-v34-1823-11-24,1823-11-24,Thompson’s Island,"(44.90758175, -79.86879931960155)",44.90758175,-79.86879931960155
jqadiaries-v34-1823-11-24,1823-11-24,Mexico,"(22.5000485, -100.000037)",22.5000485,-100.000037
jqadiaries-v34-1823-11-24,1823-11-24,Florida,"(27.7567667, -81.4639835)",27.7567667,-81.4639835
jqadiaries-v34-1823-11-24,1823-11-24,New Orleans,"(29.9499323, -90.0701156)",29.9499323,-90.0701156
jqadiaries-v34-1823-11-24,1823-11-24,Jamaica,"(18.1850507, -77.3947693)",18.1850507,-77.3947693
jqadiaries-v34-1823-11-24,1823-11-24,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v34-1823-11-24,1823-11-24,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-24,1823-11-24,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-24,1823-11-24,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-24,1823-11-24,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v34-1823-11-24,1823-11-24,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v34-1823-11-24,1823-11-24,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v34-1823-11-24,1823-11-24,Chili,"(-31.7613365, -71.3187697)",-31.7613365,-71.3187697
jqadiaries-v34-1823-11-24,1823-11-24,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-24,1823-11-24,Norfolk,"(52.666667, 1.0)",52.666667,1.0
jqadiaries-v34-1823-11-24,1823-11-24,South America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-24,1823-11-24,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
jqadiaries-v34-1823-11-24,1823-11-24,Portugal,"(40.0332629, -7.8896263)",40.0332629,-7.8896263
jqadiaries-v34-1823-11-24,1823-11-24,South-America,"(-21.0002179, -61.0006565)",-21.0002179,-61.0006565
jqadiaries-v34-1823-11-24,1823-11-24,Spirit,"(45.4541321, -90.1143134)",45.4541321,-90.1143134
jqadiaries-v34-1823-11-25,1823-11-25,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v34-1823-11-25,1823-11-25,the Russian Government,"(55.8008155, 37.52721310382645)",55.8008155,37.52721310382645
jqadiaries-v34-1823-11-25,1823-11-25,Independence,"(39.0924792, -94.4137923)",39.0924792,-94.4137923
